8.682333980686963	0
9.970834013074636	1
18.743333988822997	2
19.4572500186041	3
20.138999971095473	4
20.802500017452985	5
21.469749975949526	6
31.163542007561773	7
32.27720898576081	8
33.38887501740828	9
34.744083997793496	10
42.413667018990964	11
43.07545901974663	12
43.74462499981746	13
44.409958994947374	14
58.633541979361326	15
59.29800000740215	16
59.95479197008535	17
60.61729200882837	18
67.28399998974055	19
68.55633400846273	20
69.67529200483114	21
83.60741700744256	22
84.27104202564806	23
84.93325102608651	24
85.59891697950661	25
86.2622510176152	26
86.92466700449586	27
90.59437597170472	28
91.2629590020515	29
91.92216699011624	30
92.5829170155339	31
96.34737600572407	32
97.46112598804757	33
98.58770901337266	34
99.70291698118672	35
108.53408399270847	36
109.19945902423933	37
109.86212600255385	38
110.52808398380876	39
117.26875102613121	40
118.65437601227313	41
119.77129202568904	42
120.94162602443248	43
128.67441697744653	44
129.36745898332447	45
130.11429202742875	46
130.77050098218024	47
137.70616700639948	48
138.82137602195144	49
139.93408397072926	50
141.04483398841694	51
152.72958402056247	52
153.39370898436755	53
154.05550098512322	54
154.7204169910401	55
158.93375099403784	56
160.06133402697742	57
173.26245899312198	58
173.9222920150496	59
174.58741698646918	60
175.25291698984802	61
175.9096669848077	62
176.56966700451449	63
180.23325101239607	64
180.89566699927673	65
181.5657090046443	66
182.23408400081098	67
182.89612600347027	68
191.5710840257816	69
192.68466701032594	70
197.5194169790484	71
201.18691702373326	72
201.84904197230935	73
202.51762599218637	74
203.18395900540054	75
203.84641701821238	76
211.79245901294053	77
212.91233401279896	78
214.02300102636218	79
222.12641697842628	80
222.78804198140278	81
223.45650097122416	82
224.12316699046642	83
224.78579200105742	84
232.74979199049994	85
233.86354197282344	86
234.9832920008339	87
236.09541699988768	88
247.76812602067366	89
248.43883397988975	90
249.11183398216963	91
249.76875097490847	92
250.4344590124674	93
251.09595898538828	94
258.3275840152055	95
259.4420009991154	96
260.55350102251396	97
268.4398340061307	98
269.10375099396333	99
