11.884042003657669	0
13.174417021218687	1
22.171208984218538	2
22.8760419995524	3
23.557125008665025	4
24.689333979040384	5
28.815916972234845	6
29.93095899000764	7
31.042416987475008	8
39.72820902708918	9
40.394167008344084	10
41.059124981984496	11
41.72649997053668	12
51.61966697778553	13
52.73524997755885	14
53.850458993110806	15
54.961749992799014	16
61.680333979893476	17
62.34537501586601	18
63.01074998918921	19
63.67716699605808	20
70.535791979637	21
71.65529200574383	22
72.77320901630446	23
73.88395897578448	24
87.6383759896271	25
88.30508397659287	26
88.96920899860561	27
89.63683398906142	28
93.42183399712667	29
94.54358398215845	30
95.6590420100838	31
100.92658398207277	32
102.03870898112655	33
103.1605419702828	34
111.64012597873807	35
112.31025098823011	36
112.96987597597763	37
113.63625101512298	38
121.4364169863984	39
122.55325098522007	40
123.66512598237023	41
124.78029198246077	42
131.58537598792464	43
132.25158397108316	44
132.94037600280717	45
133.68691701907665	46
141.52100100181997	47
142.63562601990998	48
143.74800102086738	49
144.85841698478907	50
155.62050102744251	51
156.28366702003404	52
156.9455839926377	53
157.611167000141	54
161.40337602701038	55
162.51720901345834	56
163.62858400680125	57
164.7454589838162	58
177.5570419849828	59
178.2225840142928	60
178.88387601124123	61
179.55279198940843	62
184.3059589737095	63
185.43620902346447	64
186.54962599975988	65
187.66266701277345	66
193.80975101375952	67
195.0950010214001	68
195.76116697862744	69
196.42616697819903	70
197.08612601971254	71
208.1977510242723	72
209.324709023349	73
210.435458982829	74
218.69987598620355	75
219.3649170221761	76
220.0220010126941	77
220.68662598030642	78
221.35233401786536	79
222.0155419781804	80
243.37029200978577	81
244.0332510159351	82
244.69941697316244	83
245.36500097019598	84
246.02725100703537	85
246.69304199051112	86
254.53570898389444	87
255.64920902252197	88
256.7638339824043	89
265.56762598920614	90
266.2344169802964	91
266.89075102331117	92
267.55550102097914	93
269.2930420162156	94
269.94950097287074	95
270.6164169940166	96
271.2852089898661	97
271.9504589913413	98
277.3780419956893	99
